Title;l1Num;QID;Labels
It is well known that the problem of deciding whether a given digraph has a k-cycle factor for some constant k (i.e. a collection of k disjoint cycles that cover all vertices of the digraph) is;2;[759676, 1137726, 11442, 5962, 3052382, 11442, 1304193, 1137726];['task', 'directed graph', 'bicycle', 'Boltzmann constant', 'fonds', 'bicycle', 'vertex', 'directed graph']
We prove that there is no degree of connectivity which will guarantee that a hypergraph contains two edge-disjoint spanning connected subhypergraphs. We also show that Edmonds' theorem on arc-disjoint branchings cannot be extended to directed hypergraphs. Here we use a definition of a directed hypergraph that naturally generalizes the notion of a directed graph.;2;[189533, 28134632, 840247, 133346, 65943, 862645, 925385, 840247, 101072, 840247, 595523, 1137726];['academic degree', 'connectivity', 'hypergraph', 'border', 'theorem', 'Edmond', 'version control branch', 'hypergraph', 'definition', 'hypergraph', 'notion', 'directed graph']
We prove that every tournament T = (V;2;[500834, 434745, 18388296];['tournament', 'Tinashe', 'V']
We formulate the problem of video on demand (VOD) from a resource allocation perspective. We introduce the decision element into a movie vending environment;2;[759676, 34508, 4402708, 723685, 1554231, 11344, 2249676];['task', 'video', 'demand', 'video on demand', 'resource', 'chemical element', 'environment']
We deal with the linear programming relaxation of set partitioning problems arising in airline crew scheduling. Some of these linear programs have been extremely difficult to solve with the traditional algorithms. We have used an extension of the subgradient algorithm;2;[1512771, 866399, 46970, 40056, 8366, 184148, 8366];['Linear programming relaxation', 'liquid–liquid extraction', 'airline', 'computer program', 'algorithm', 'plug-in', 'algorithm']
We consider graphical representations of generalized Carlitz sequences of polynomials. These generalized Carlitz sequences are based on certain numeration systems of the natural numbers. We establish conditions under which a sequence of properly rescaled graphical representations converges to a limit (w.r.t. Hausdorff distance).;2;[959962, 133250, 43260, 133250, 58778, 21199, 12136, 133250, 853614, 177239, 1501997];['diagram', 'sequence', 'polynomial', 'sequence', 'system', 'natural number', 'disease', 'sequence', 'identifier', 'limit', 'Hausdorff distance']
In this paper we consider the problem of reconstructing a binary matrix from absorbed projections;2;[11472, 759676, 1994977, 519967];['paper', 'task', 'logical matrix', 'projection']
We give a Gray code and constant average time generating algorithm for derangements;2;[188889, 8366, 1207920];['code', 'algorithm', 'derangement']
This paper presents the main properties of chordal rings of degree 3. This family of graphs is strongly related to circulant graphs;2;[11472, 6422240, 161172, 189533, 8436, 17514, 17514];['paper', 'property', 'ring', 'academic degree', 'family', 'graffiti', 'graffiti']
One of the main problems in discrete tomography is the reconstruction of binary matrices from their projections in a small number of directions. In this paper we consider a new algorithmic approach for reconstructing binary matrices from only two projections. This problem is usually underdetermined and the number of solutions can be very large. We present an evolutionary algorithm for finding the reconstruction which maximises an evaluation function;2;[759676, 5282064, 7820109, 1994977, 519967, 11563, 29017603, 11472, 21162272, 1994977, 519967, 759676, 11563, 5447188, 14489129, 7820109, 852705];['task', 'discrete tomography', 'tomographic reconstruction', 'logical matrix', 'projection', 'number', 'control', 'paper', 'means', 'logical matrix', 'projection', 'task', 'number', 'solution', 'evolutionary algorithm', 'tomographic reconstruction', 'evaluation function']
A number of results in hamiltonian graph theory are of the form P1 implies P2;2;[11563, 2995644, 131476, 183252, 1207431, 954078];['number', 'result', 'graph theory', 'morphology', 'P-1', 'Propaganda Due']
We study vehicle routing problems with constraints on the distance traveled by each vehicle or on the number of vehicles. The objective is either to minimize the total distance traveled by vehicles or to minimize the number of vehicles used. We design constant differential approximation algorithms for kVRP. Note that;2;[42889, 22725, 759676, 2303305, 126017, 42889, 11563, 42889, 3880557, 126017, 42889, 11563, 42889, 621751, 6340251];['vehicle', 'routing', 'task', 'constraint', 'distance', 'vehicle', 'number', 'vehicle', 'objective', 'distance', 'vehicle', 'number', 'vehicle', 'approximation algorithm', 'KVRP']
The SATISFACTORY PARTITION problem consists in deciding if a given graph has a partition of its vertex set into two nonempty parts such that each vertex has at least as many neighbors in its part as in the other part. This problem was introduced by Gerber and Kobler [Partitioning a graph to satisfy all vertices;2;[1065968, 17514, 1082910, 26401, 7401, 26401, 1986893, 7401, 7401, 759676, 523452, 17514, 1304193];['Partition problem', 'graffiti', 'partition', 'vertex', 'part', 'vertex', 'neighbor', 'part', 'part', 'task', 'Gerber Products Company', 'graffiti', 'vertex']
We consider questions such as what is the complexity of recognizing instances of (monotonic) NP-complete problems in which no variable is fixed (or frozen) by the set of solutions. Since this unfrozenness is also a monotonic property in NP;2;[189756, 723897, 1664689, 759676, 50701, 36161, 5447188, 6422240, 837];['question', 'complexity', 'instance', 'task', 'variable', 'set', 'solution', 'property', 'Nepal']
We consider the resolution proof complexity of propositional formulas which encode random instances of graph k-colorability. We obtain a tradeoff between the graph density and the resolution proof complexity. For random graphs with linearly many edges we obtain linear-exponential lower bounds on the size of resolution refutations. For random graphs with n vertices and any @e>0;2;[210521, 1372900, 1664689, 17514, 5962, 180309, 29539, 210521, 910404, 133346, 10585806, 4049983, 210521, 910404, 1304193];['image resolution', 'propositional formula', 'instance', 'graffiti', 'Boltzmann constant', 'hyphen', 'density', 'image resolution', 'random graph', 'border', 'minimum', 'cardinality', 'image resolution', 'random graph', 'vertex']
We give algorithmic results for combinatorial problems with cost arrays possessing certain algebraic Monge properties. We extend Monge-array results for two shortest path problems to a general algebraic setting;2;[2995644, 759676, 186152, 1857740, 186152, 1058754, 617332];['result', 'task', 'array data structure', 'Monge', 'array data structure', 'shortest path problem', 'setting']
In their seminal paper;2;[11472];['paper']
We present a solution for the following problem. Given two sequences X = x1x2...xn and Y = y1y2...ym;2;[5447188, 759676, 133250, 28561969, 9973];['solution', 'task', 'sequence', 'XXXTentacion', 'Y']
We study combinatorial and probabilistic properties of cover-free codes and block designs which are useful for their efficient application as the first stage of two-stage group testing procedures. Particular attention is paid to these procedures because of their importance in such applications as monoclonal antibody generation and cDNA library screening.;2;[6422240, 188889, 751484, 166142, 339249, 83478, 6501338, 190686, 166142, 213381, 283478];['property', 'code', 'block design', 'application', 'stagecoach', 'group', 'attention', 'subroutine', 'application', 'generation', 'Complementary DNA']
This paper considers the question of the influence of a coalition of vertices;2;[11472, 189756, 7741996, 124964, 1304193];['paper', 'question', 'The Influence', 'coalition', 'vertex']
Deadlock prevention for routing messages has a central role in communication networks;2;[269313, 133492, 214339, 6031064];['Deadlock', 'letter', 'role', 'information exchange']
Concept lattices (also called Galois lattices) are an ordering of the maximal rectangles defined by a binary relation. In this paper;2;[595364, 595364, 14953108, 209, 130901, 11472];['lattice', 'lattice', 'collation', 'rectangle', 'binary relation', 'paper']
In the context of extracting maximal item sets and association rules from a binary data base;2;[196626, 36161, 104555, 42848];['context', 'set', 'ruler', 'data']
There are several well known bijections between classes of dissimilarity coefficients and structures such as indexed or weakly indexed pyramids;2;[180907, 4479242, 50700, 6671777, 214242];['bijection', 'class', 'coefficient', 'structure', 'pyramid scheme']
Several approaches have been proposed for the purpose of proving that different classes of dissimilarities (e.g. ultrametrics) can be represented by certain types of stratified clusterings which are easily visualized (e.g. indexed hierarchies). These approaches differ in the choice of the clusters that are used to represent a dissimilarity coefficient. More precisely;2;[21162272, 706622, 771579, 190087, 622825, 188619, 21162272, 1775867, 206637, 50700];['means', 'intention', 'Different Class', 'data type', 'cluster analysis', 'hierarchy', 'means', 'choice', 'computer cluster', 'coefficient']
"In this paper we consider the problem of determining a balanced ordering of the vertices of a graph; that is";2;[11472, 759676, 14953108, 1304193, 17514];['paper', 'task', 'collation', 'vertex', 'graffiti']
Modular decomposition is a thoroughly investigated topic in many areas such as switching theory;2;[6889712, 2751586, 11500, 17737];['Modular decomposition', 'resolution', 'area', 'theory']
Some recent papers for three-dimensional orthogonal graph drawing use a technique introduced by Kolmogorov and Barzdin. This technique consists of assigning x-coordinates and y-coordinates;2;[7901733, 11472, 21162272, 21162272, 1900125, 180309, 2221906, 9973];['Use', 'paper', 'means', 'means', 'multiplication sign', 'hyphen', 'geographic location', 'Y']
Primitive words;2;[625642];['word']
This paper classifies all cyclic codes over Z4 of length 2n;2;[11472, 245464, 36253];['paper', 'Cyclic code', 'length']
The three-dimensional finite bin packing problem (3BP) consists of determining the minimum number of large identical three-dimensional rectangular boxes;2;[814581, 11563, 3975];['bin packing problem', 'number', 'computer case']
We discuss a discrete optimization problem that arises in data analysis from the binarization of categorical attributes. It can be described as the maximization of a function F(l1(x);2;[984063, 1988917, 2722260, 18358244, 11348];['optimization problem', 'data analysis', 'attribute', 'maximization', 'function']
We shall refer to a strong partially balanced design SPBD(v;2;[82604];['design']
We introduce a natural heuristic for approximating the treewidth of graphs. We prove that this heuristic gives a constant factor approximation for the treewidth of graphs with bounded asteroidal number. Using a different technique;2;[201413, 5067368, 17514, 201413, 27058, 5067368, 17514, 11563, 21162272];['heuristic', 'Treewidth', 'graffiti', 'heuristic', 'approximation', 'Treewidth', 'graffiti', 'number', 'means']
The problem addressed in this paper is concerned with DNA sequencing by hybridization. A new type of oligonucleotide libraries is proposed for hybridization experiments. The libraries consist of oligonucleotides of different length dependent on an oligonucleotide A(T) and C(G) content in such a way that an increment of C(G) is twice of that of A(T) and the sum of increments for each oligonucleotide is constant for a library. The latter is called an isothermic oligonucleotide library and the way of its construction will be presented. It will be shown that two such libraries that differ in their sums of increments by an A(T) increment are sufficient for DNA sequencing by hybridization. The hybridization experiment using isothermic oligonucleotide libraries should supply data with a lower number of errors due to the expected similarity of melting temperatures of oligonucleotide duplexes;2;[759676, 11472, 7430, 8223839, 190087, 133686, 101965, 7075, 133686, 36253, 1260632, 17641254, 17281278, 218005, 17281278, 133686, 7075, 7075, 17641254, 385378, 7075, 218005, 17281278, 17281278, 7430, 8223839, 101965, 133686, 42848, 11563, 29485, 254465, 11466, 6453233];['task', 'paper', 'DNA', 'nucleic acid hybridization', 'data type', 'oligonucleotide', 'experiment', 'library', 'oligonucleotide', 'length', 'content', 'Andrew John Henry Way', 'increase', 'sum', 'increase', 'oligonucleotide', 'library', 'library', 'Andrew John Henry Way', 'construction', 'library', 'sum', 'increase', 'increase', 'DNA', 'nucleic acid hybridization', 'experiment', 'oligonucleotide', 'data', 'number', 'error', 'similarity', 'temperature', 'duplex']
Using the specific structure of the minimal separators of AT-free graphs;2;[6671777, 1641420, 17514];['structure', 'delimiter', 'graffiti']
In this paper;2;[11472];['paper']
In the paper;2;[11472];['paper']
Using the concept of prime graphs and modular decomposition of graphs;2;[151885, 17514, 6889712, 17514];['concept', 'graffiti', 'Modular decomposition', 'graffiti']
A whist tournament Wh(υ) is said to have the three person property if any two games in the tournament do not have three common players. We denote such a design as 3PWh(υ). It is proved in the literature that a 3PWh(υ) exists for any υ ≥ 8 and υ ≡ 0;2;[500834, 5, 11410, 500834, 5276395, 82604, 8242, 14423, 14423];['tournament', 'human', 'game', 'tournament', 'gamer', 'design', 'literature', 'Υ', 'Υ']
The paper concerns the application of a non-classical performance measure;2;[11472, 166142, 192276];['paper', 'application', 'measure']
We prove that every (claw;2;[217605];['claw']
In this paper we deal with an NP-hard combinatorial optimization problem;2;[11472, 984063];['paper', 'optimization problem']
De Simone showed that prime bull- and chair-free graphs containing a co-diamond are either bipartite or an induced cycle of odd length at least five. Based on this result;2;[7520242, 17514, 140686, 33111, 180309, 5283, 4915407, 11442, 36253, 2995644];['Lisa Simone', 'graffiti', 'chairperson', 'Corsican', 'hyphen', 'diamond', 'Bipartite', 'bicycle', 'length', 'result']
A key distribution center (KDC) of a network is a server enabling private communications within groups of users. The center provides the secret keys for encrypting and decrypting the messages. A distributed key distribution center (DKDC) is a set of servers that jointly realizes a KDC. In this paper we introduce a ramp model for unconditionally secure DKDC. In the ramp approach;2;[688797, 6431969, 141488, 44127, 11024, 83478, 278368, 6587194, 23445, 133492, 688797, 36161, 44127, 6431969, 11472, 486902, 161462];['key distribution center', 'Korean decimal classification', 'graph', 'server', 'communication', 'group', 'user', 'centrism', 'black', 'letter', 'key distribution center', 'set', 'server', 'Korean decimal classification', 'paper', 'mathematical model', 'inclined plane']
We give a complete structure description of (P5;2;[6671777, 214314];['structure', 'Pentium']
The f-cost of a tree decomposition ({Xi | i ∈ I};2;[9765, 462095, 14406];['F', 'Tree decomposition', 'Ξ']
It is well known that the clique-width of chordal gem-free graphs (also known as ptolemaic graphs);2;[1101814, 17514, 24884155];['Clique-width', 'graffiti', 'Ptolemaic graph']
In this paper we investigate the online video on demand problem;2;[11472, 34508, 4402708];['paper', 'video', 'demand']
Hoàng defined the P4-sparse graphs as the graphs where every set of five vertices induces at most one P4. These graphs attracted considerable attention in connection with the P4-structure of graphs and the fact that P4-sparse graphs have bounded clique-width. Fouquet and Giakoumakis generalized this class to the nicely structured semi-P4-sparse graphs being the (P5;2;[17514, 17514, 36161, 1304193, 17514, 6501338, 31924, 568609, 17514, 188572, 17514, 1101814, 25372925, 30325288, 4479242, 17514, 214314];['graffiti', 'graffiti', 'set', 'vertex', 'graffiti', 'attention', 'connection', 'Shin Megami Tensei: Persona 4', 'graffiti', 'fact', 'graffiti', 'Clique-width', 'Fouquet', 'Giakoumakis', 'class', 'graffiti', 'Pentium']
We give a O(nm) time algorithm for the maximum weight stable set (MWS) problem on P5-and co-chair-free graphs without recognizing whether the (arbitrary) input graph is P5- and co-chair-free. This algorithm is based on the fact that prime P5- and co-chair-free graphs containing 2K2 are matched co-bipartite graphs and thus have very simple structure;2;[8366, 759676, 1060343, 11423, 14905618, 17514, 214314, 33111, 180309, 17514, 33111, 180309, 8366, 188572, 17514, 33111, 180309, 174733, 6671777];['algorithm', 'task', 'independent set', 'mass', 'NLRP3', 'graffiti', 'Pentium', 'Corsican', 'hyphen', 'graffiti', 'Corsican', 'hyphen', 'algorithm', 'fact', 'graffiti', 'Corsican', 'hyphen', 'bipartite graph', 'structure']
The relation of chromatic aspects and the existence of certain induced subgraphs of a triangle-free graph will be investigated. Based on a characterization statement of Pach;2;[277521, 208084, 468777, 24743362, 17514, 2667413, 466258];['relation', 'aspect', 'existence', 'induced subgraph', 'graffiti', 'characterization', 'Walter Pach']
The complexity status of the stable set problem in the class of P5-free graphs is unknown. In the present paper we study an approach to the problem based on finding augmenting graphs. The main result is that the stable set problem in the class of P5-free graphs is polynomially equivalent to the problem of finding augmenting graphs containing a P4. We apply this result to detect a new infinite family of graph classes where the problem has a polynomial time solution. The new family generalizes several previously known results.;2;[723897, 759676, 4479242, 17514, 11472, 21162272, 759676, 17514, 2995644, 759676, 4479242, 17514, 759676, 17514, 568609, 2995644, 8436, 17514, 759676, 11471, 12409669, 2995644];['complexity', 'task', 'class', 'graffiti', 'paper', 'means', 'task', 'graffiti', 'result', 'task', 'class', 'graffiti', 'task', 'graffiti', 'Shin Megami Tensei: Persona 4', 'result', 'family', 'graffiti', 'task', 'time', 'New Family', 'result']
This note revisits the maximum deviation just-in-time (MDJIT) scheduling problem previously investigated by Steiner and Yeomans. Its main result is a set of algebraic necessary and sufficient conditions for the existence of a MDJIT schedule with a given objective function value. These conditions are used to provide a finer analysis of the complexity of the MDJTT problem. The note also investigates various special cases of the MDJIT problem and suggests several questions for further investigation.;2;[263478, 849149, 2271896, 11471, 1719303, 8052447, 2995644, 36161, 12136, 468777, 1123036, 11348, 12136, 7754, 723897, 759676, 263478, 2890061, 759676, 189756, 21004260];['note', 'deviation', 'scheduling', 'time', 'Steiner', 'Yeomans', 'result', 'set', 'disease', 'existence', 'scheduler', 'function', 'disease', 'mathematical analysis', 'complexity', 'task', 'note', 'special case', 'task', 'question', 'inquiry']
Isometric subgraphs of hypercubes;2;[213723];['hypercube']
We propose a new heuristic for approximating the maximum clique problem based on a detailed analysis of a class of continuous optimization models which provide a complete characterization of solutions to this NP-hard combinatorial problem. We start from a known continuous formulation of the maximum clique;2;[201413, 1196873, 7754, 4479242, 141495, 2667413, 5447188, 759676, 3077570, 761631];['heuristic', 'clique problem', 'mathematical analysis', 'class', 'mathematical optimization', 'characterization', 'solution', 'task', 'Formulation', 'clique']
In this paper we propose a simple scheme for obtaining plane digitizations. We study digital plane periodicity and consider various issues related to two-dimensional (2D) Sturmian words. Concepts and results;2;[11472, 959962, 197, 197, 86447, 3325046, 1194763, 5158429, 2995644];['paper', 'diagram', 'airplane', 'airplane', 'issue', 'Sturmian word', '2D computer graphics', 'Concepts', 'result']
Splicing systems are generative devices of formal languages;2;[58778, 3966, 192161];['system', 'computer hardware', 'formal language']
We consider some graph theoretical problems arising from security requirements in some communication networks. Basically one has to associate to each node of a directed graph G = (V;2;[759676, 17514, 169489, 6031064, 173106, 18388296, 1137726, 18373];['task', 'graffiti', 'security', 'information exchange', 'network node', 'V', 'directed graph', 'gravitational constant']
A graph is called supereulerian if it has a spanning closed trail. Let G be a 2-edge-connected graph of order n such that each minimal edge cut S ⊆ E(G) with |S| ≤ 3 satisfies the property that each component of G - S has order at least (n - 2)/5. We prove that either G is supereulerian or G belongs to one of two classes of exceptional graphs. Our results slightly improve earlier results of Catlin and Li. Furthermore;2;[17514, 628179, 17514, 1473607, 133346, 682, 7856108, 6422240, 11653, 682, 1473607, 21199, 18373, 18373, 4479242, 17514, 2995644, 2995644, 455133, 568];['graffiti', 'trail', 'graffiti', 'degree of a polynomial', 'border', 'sulfur', 'turnstile', 'property', 'electronic component', 'sulfur', 'degree of a polynomial', 'natural number', 'gravitational constant', 'gravitational constant', 'class', 'graffiti', 'result', 'result', 'George Catlin', 'lithium']
The height of a face in a plane graph is the greatest degree of a vertex incident with this face. Under appropriate necessary conditions we prove that any plane normal map has a 3-face of height at most 20;2;[190200, 37017, 66232788, 189533, 26401, 37017, 12136, 4006, 197, 37017, 190200];['altitude', 'face', 'planar embedding', 'academic degree', 'vertex', 'face', 'disease', 'geographic map', 'airplane', 'face', 'altitude']
An integral-valued set function f:2v ↦ Z is called polymatroid if it is submodular;2;[36161, 23809, 7226530];['set', 'atomic number', 'Polymatroid']
The resource-constrained project-scheduling problem (RCPSP) and some of its generalizations are defined. Furthermore;2;[2271896, 170084];['scheduling', 'generalization']
Some classical models of clustering (hierarchies;2;[486902, 622825, 188619];['mathematical model', 'cluster analysis', 'hierarchy']
Let us denote by α(G) the size of a maximum stable set;2;[4049983, 1060343];['cardinality', 'independent set']
Sub-dominant theory provides efficient tools for clustering. However;2;[17737, 39546, 622825];['theory', 'tool', 'cluster analysis']
This survey examines the state of the art of a variety of problems related to pseudo-Boolean optimization;2;[7257997, 7275, 735, 3329375, 759676, 141495];['survey', 'state', 'art', 'language variety', 'task', 'mathematical optimization']
A usual technique to generate upper bounds on the optimum of a quadratic 0-1 maximization problem is to consider a linear majorant (LM) of the quadratic objective function f and then solve the corresponding linear relaxation. Several papers have considered LMs obtained by termwise bounding;2;[21162272, 10578722, 759676, 1545750, 11348, 9765, 207643, 11472, 1545750];['means', 'maximum', 'task', 'lymphangioma', 'function', 'F', 'linear map', 'paper', 'lymphangioma']
In several applications the solutions of combinatorial optimization problems (COP) are required to satisfy an additional cardinality constraint;2;[166142, 5447188, 984063, 2012642, 4049983];['application', 'solution', 'optimization problem', 'cryptogenic organizing pneumonia', 'cardinality']
The problem of reconstructing finite subsets of the integer lattice from X-rays has been studied in discrete mathematics and applied in several fields like data security;2;[759676, 177646, 1252145, 28561969, 180309, 6495741, 121416, 190109, 899388];['task', 'subset', 'Integer lattice', 'XXXTentacion', 'hyphen', 'Batoidea', 'discrete mathematics', 'field', 'Data security']
The paper is concerned with the relevant practical problem of selecting a small unsatisfiable subset of clauses inside an unsatisfiable CNF formula. Moreover;2;[11472, 759676, 177646, 117364, 846564];['paper', 'task', 'subset', 'clause', 'conjunctive normal form']
The paper is concerned with the problem of automatic detection and correction of inconsistent or out of range data in a general process of statistical data collection. The proposed approach is able to deal with hierarchical data containing both qualitative and quantitative values. As customary;2;[11472, 759676, 5720030, 5172784, 42848, 205663, 4929239, 21162272, 42848, 194112];['paper', 'task', 'detection', 'correction', 'data', 'process', 'data collection', 'means', 'data', 'value']
An approach to propositional satisfiability using an adaptive procedure is described. Its main feature is a new branching rule;2;[21162272, 1350299, 190686, 42139305, 104555];['means', 'Satisfiability', 'subroutine', 'feature', 'ruler']
The paper reviews some of the existing exact bounds to the maximum clique of a graph and successively presents a new upper and a new lower bound. The new upper bound is ω ≤ n - rank oA/2;2;[11472, 864930, 761631, 17514, 56019];['paper', 'Bound', 'clique', 'graffiti', 'military rank']
We investigate classes of minimal unsatisfiable formulas which are closed under splitting. For marginal formulas the equivalence to some natural classes of formulas is proved. Further;2;[4479242, 2287198, 18511800, 2287198, 5384705, 6980663, 2287198];['class', 'infant formula', 'split', 'infant formula', 'Equivalence', 'Natural class', 'infant formula']
We show that the minimum number of queens required to cover the n × n chessboard is at most 8/15 n+O(1).;2;[11563, 139, 1900125, 110079];['number', 'queen', 'multiplication sign', 'chessboard']
We first propose for digital surfaces an analog to the notion of strong homotopy existing in 3D (On P-Simple points;2;[484298, 174925, 595523, 746083, 34929, 82818];['surface', 'analogue electronics', 'notion', 'homotopy', 'three-dimensional space', 'railroad switch']
We survey recent developments in the fields of bipartite matchings;2;[1395034, 190109, 1065144];['new product development', 'field', 'matching']
Let us denote a ⊕ b = max(a;2;[2];['Earth']
We prove that a triangle-free graph G is a tolerance graph if and only if there exists a set of consecutively ordered stars that partition the edges of G. Since tolerance graphs are weakly chordal;2;[18373, 17514, 36161, 523, 133346, 3755540, 17514];['gravitational constant', 'graffiti', 'set', 'star', 'border', 'G.', 'graffiti']
Extensive facility location models on graphs deal with the location of a special type of subgraphs such as paths;2;[486902, 17514, 2221906, 190087, 817765];['mathematical model', 'graffiti', 'geographic location', 'data type', 'path']
For a family F of graphs and a nonnegative integer k;2;[650, 17514, 12503, 5962];['fluorine', 'graffiti', 'integer', 'Boltzmann constant']
A locally connected spanning tree T of a graph G is a spanning tree of G with the following property: for every vertex;2;[18373, 831672, 18373, 6422240, 26401];['gravitational constant', 'spanning tree', 'gravitational constant', 'property', 'vertex']
We propose the concept of fine-grained forward-secure signature schemes. Such signature schemes not only provide non-repudiation w.r.t. past time periods the way ordinary forward-secure signature schemes do but;2;[151885, 220849, 220849, 11471, 17641254, 220849];['concept', 'digital signature', 'digital signature', 'time', 'Andrew John Henry Way', 'digital signature']
A new way to expand De Bruijn and Kautz graphs is presented. It consists of deleting superfluous sets of edges (i.e.;2;[11774623, 1078285, 1737199, 36161, 133346];['New Way', 'Nicolaas Govert de Bruijn', 'Kautz graph', 'set', 'border']
A group signature scheme allows group members to issue signatures on behalf of the group;2;[220849, 83478, 188675, 22670946, 83478];['digital signature', 'group', 'signature', 'Behalf', 'group']
A study of the worst-case performance of Wong's heuristic for the Steiner problem in directed networks (SPDN) is presented in this paper.SPDN is a classic combinatorial optimization problem having the status of a very difficult problem (N P-hard problem) and it is known as an optimization model for a broad class of problems in networks. Several exact and heuristic approaches have been designed for SPDN in the last twenty five years.Some papers analyze theoretical and experimental behavior of heuristics for SPDN;2;[28106657, 8188561, 201413, 845104, 759676, 141488, 11472, 984063, 2628882, 759676, 759676, 627, 141495, 4479242, 759676, 141488, 21162272, 577, 11472, 9332, 201413];['model sheet', 'letter case', 'heuristic', 'Huang', 'task', 'graph', 'paper', 'optimization problem', 'legal status', 'task', 'task', 'nitrogen', 'mathematical optimization', 'class', 'task', 'graph', 'means', 'year', 'paper', 'behavior', 'heuristic']
We introduce new classes of facet-defining inequalities for the polytope Ppd associated with the set packing formulation of the simple plant location problem (SPLP) with p plants and d destinations. The inequalities are obtained by identifying subgraphs of the intersection graph G(p;2;[997453, 28113351, 747980, 24062764, 942417, 756, 5721609, 756, 9884, 28113351, 3498041];['New class', 'inequality', 'polytope', 'Ppd', 'O-ring', 'plant', 'Las Palmas Air Base', 'plant', 'D', 'inequality', 'Intersection graph']
The question if there exist nonnormal bent functions was an open question for several years. A Boolean function in n variables is called normal if there exists an affine subspace of dimension n/2 on which the function is constant. In this paper we give the first nonnormal bent function and even an example for a nonweakly normal bent function. These examples belong to a class of bent functions found in [J.F. Dillon;2;[189756, 4890350, 1321906, 577, 942353, 50701, 3502383, 4440864, 11348, 11472, 4890350, 12335479, 4890350, 12335479, 4479242, 4890350, 955026];['question', 'bent function', 'open problem', 'year', 'boolean function', 'variable', 'SubSpace', 'dimension', 'function', 'paper', 'bent function', 'template', 'bent function', 'template', 'class', 'bent function', 'Dillon']
The problem of simultaneously locating obnoxious facilities and routing obnoxious materials between a set of built-up areas and the facilities is addressed.Obnoxious facilities are those facilities which cause exposure to people as well as to the environment i.e. dump sites;2;[759676, 4688921, 214609, 36161, 11500, 4688921, 4688921, 4688921, 271960, 5, 2249676, 35127];['task', 'Affiliated institution', 'base material', 'set', 'area', 'Affiliated institution', 'Affiliated institution', 'Affiliated institution', 'exposure', 'human', 'environment', 'website']
The train timetabling problem (TTP) aims at determining an optimal timetable for a set of trains which does not violate track capacities and satisfies some operational constraints.In this paper;2;[870, 1426491, 221725, 36161, 870, 11607969, 2303305, 11472];['train', 'thrombotic thrombocytopenic purpura', 'public transport timetable', 'set', 'train', 'Track capacity', 'constraint', 'paper']
We study the following Constrained Bipartite Edge Coloring problem: We are given a bipartite graph G=(U;2;[759676, 174733];['task', 'bipartite graph']
The aim of this paper is to show the usefulness of the Jackson's pseudo-preemptive schedule (JPPS) for solving cumulative scheduling problems. JPPS was introduced for the m-processor scheduling problem Pm/ri;2;[4503831, 11472, 1123036, 16905948, 2271896, 15760233, 2271896, 40792, 1809];['goal', 'paper', 'scheduler', 'Jackson Wang', 'scheduling', 'Journal of Pharmacy and Pharmaceutical Sciences', 'scheduling', 'り', 'promethium']
Fuzzy segmentation is a technique that assigns to each element in an image (which may have been corrupted by noise and/or shading) a grade of membership in an object (which is believed to be contained in the image). In an earlier work;2;[1423946, 21162272, 11344, 478798, 179448, 1191981, 609276, 9200127, 488383, 478798, 42213];['segmentation', 'means', 'chemical element', 'image', 'noise', 'shading', 'climbing grade', 'member', 'object', 'image', 'work']
A word p;2;[625642];['word']
The behaviour of a discrete-event dynamic system is often conveniently described using a matrix algebra with operations max and plus. Such a system moves forward in regular steps of length equal to the eigenvalue of the system matrix;2;[9332, 638328, 10290214, 44337, 3884033, 58778, 17525443, 36253];['behavior', 'dynamical system', 'event', 'matrix', 'operation', 'system', 'middle', 'length']
In this paper the classical stable roommates problem is generalized to situations when the two partners in a pair perform different roles. We propose an efficient algorithm to decide the existence of a stable matching in this problem.;2;[11472, 14754454, 2290680, 728646, 191290, 214339, 8366, 468777, 1065144, 759676];['paper', 'roommate', 'Situation', 'partnership', 'ordered pair', 'role', 'algorithm', 'existence', 'matching', 'task']
Suppose that in a coalition formation game each participant has a preference list of the other participants and she prefers a set S to a set T if and only if she prefers the worst participant of S to the worst participant of T. We consider three definitions of stability. In the case of no indifferences stable partitions cannot contain very large sets and their existence can be decided polynomially. However;2;[11410, 1416170, 682, 434745, 682, 21473990, 101072, 403605, 8188561, 1082910, 6489176, 468777];['game', 'preference', 'sulfur', 'Tinashe', 'sulfur', 'Titus', 'definition', 'stability', 'letter case', 'partition', 'Large set', 'existence']
In this paper we consider instances of stable matching problems;2;[11472, 1664689, 1065144];['paper', 'instance', 'matching']
We prove that every tree of order n ≥ 5 with three leaves is (n + 1)-unavoidable. More precisely;2;[10884, 1473607, 33971, 282364];['tree', 'degree of a polynomial', 'leaf', 'dagger']
Double-loop networks have been widely studied as architecture for local area networks and it is well-known that the minimum distance diagram of a double-loop network yields an L-shape. Given an N;2;[141488, 12271, 11381, 959962, 141488, 6203, 627];['graph', 'architecture', 'local area network', 'diagram', 'graph', 'Avogadro constant', 'nitrogen']
Given an undirected network G = [N;2;[141488, 18373];['graph', 'gravitational constant']
It should be possible to predict the fold of a protein into its native conformation;2;[81659, 8054, 5160262];['fold', 'protein', 'Conformation']
